Device ID,EDOP3_C10R8,,
-0.6667,2.94677E-07,3.4E-14,0.1
-0.5556,0.000000312,4.7E-14,0.1
-0.4444,3.30121E-07,1.3E-14,0.1
-0.3333,0.000000349,9E-15,0.1
-0.2222,3.68493E-07,4.8E-14,0.1
-0.1111,3.88789E-07,4.3E-14,0.1
0,4.09647E-07,4E-15,0.1
0.1111,4.31521E-07,4.2E-14,0.1
0.2222,0.000000454,2.4E-14,0.1
0.3333,4.7734E-07,1.5E-14,0.1
0.4444,5.01307E-07,2.2E-14,0.1
0.5556,5.26261E-07,3.5E-14,0.1
0.6667,5.51707E-07,3.3E-14,0.1
0.7778,5.77936E-07,2.9E-14,0.1
0.8889,6.04833E-07,3.1E-14,0.1
1,6.32564E-07,3.2E-14,0.1
1.1111,6.60922E-07,2.6E-14,0.1
1.2222,0.00000069,4.1E-14,0.1
1.3333,7.19766E-07,3.4E-14,0.1
1.4444,0.00000075,3.4E-14,0.1
1.5556,7.81572E-07,2.5E-14,0.1
1.6667,8.13309E-07,2.9E-14,0.1
1.7778,0.000000846,5.6E-14,0.1
1.8889,0.000000879,2.5E-14,0.1
2,9.12692E-07,4.5E-14,0.1
2.111,9.47188E-07,5.2E-14,0.1
2.222,9.82096E-07,4.4E-14,0.1
2.333,1.017596E-06,4.8E-14,0.1
2.444,1.053857E-06,6.2E-14,0.1
2.556,1.09078E-06,4.4E-14,0.1
2.667,1.128058E-06,5.2E-14,0.1
2.778,1.16549E-06,3.7E-14,0.1
2.889,1.20376E-06,5.1E-14,0.1
3,1.24274E-06,3.9E-14,0.1
3.111,1.2824E-06,4.9E-14,0.1
3.222,1.32218E-06,5.7E-14,0.1
3.333,1.36246E-06,5E-14,0.1
3.444,1.4031E-06,3.2E-14,0.1
3.556,1.44472E-06,3.7E-14,0.1
3.667,1.48622E-06,3.5E-14,0.1
3.778,1.52827E-06,4.1E-14,0.1
3.889,1.57069E-06,6E-14,0.1
4,1.61334E-06,5.2E-14,0.1
4.111,1.65629E-06,4.6E-14,0.1
4.222,1.69959E-06,4.7E-14,0.1
4.333,1.74342E-06,5.5E-14,0.1
4.444,1.78738E-06,9.6E-14,0.1
4.556,1.83192E-06,4.9E-14,0.1
4.667,1.87636E-06,6.1E-14,0.1
4.778,1.92109E-06,5.5E-14,0.1
4.889,1.96607E-06,5.8E-14,0.1
5,2.01136E-06,7.8E-14,0.1
5.111,2.05678E-06,9.9E-14,0.1
5.222,2.10221E-06,8.1E-14,0.1
5.333,2.14766E-06,6.9E-14,0.1
5.444,2.19357E-06,6.5E-14,0.1
5.556,2.23971E-06,8E-14,0.1
5.667,2.28539E-06,7.1E-14,0.1
5.778,2.33138E-06,8E-14,0.1
5.889,2.37694E-06,8.7E-14,0.1
6,2.42276E-06,6.9E-14,0.1
6.111,2.46868E-06,9.7E-14,0.1
6.222,2.51415E-06,9.3E-14,0.1
6.333,2.56024E-06,8.9E-14,0.1
6.444,2.60613E-06,8.4E-14,0.1
6.556,2.65221E-06,8.1E-14,0.1
6.667,2.69816E-06,1.03E-13,0.1
6.778,2.7433E-06,1.09E-13,0.1
6.889,2.78831E-06,6.7E-14,0.1
7,2.83324E-06,9.3E-14,0.1
7.111,2.8782E-06,8.8E-14,0.1
7.222,2.92284E-06,8.6E-14,0.1
7.333,2.96754E-06,1.02E-13,0.1
7.444,0.000003012,1.16E-13,0.1
7.556,3.0566E-06,1.26E-13,0.1
7.667,3.10046E-06,1.27E-13,0.1
7.778,3.14421E-06,1.28E-13,0.1
7.889,0.000003187,1.2E-13,0.1
8,3.23058E-06,1.19E-13,0.1
8.111,3.27339E-06,1.46E-13,0.1
8.222,3.31573E-06,1.28E-13,0.1
8.333,0.000003358,1.53E-13,0.1
8.444,3.40007E-06,1.4E-13,0.1
8.556,3.44179E-06,1.58E-13,0.1
8.667,3.48254E-06,1.34E-13,0.1
8.778,3.52357E-06,1.41E-13,0.1
8.889,3.56369E-06,1.67E-13,0.1
9,3.60339E-06,1.62E-13,0.1
9.111,3.64273E-06,1.4E-13,0.1
9.222,3.68178E-06,1.86E-13,0.1
9.333,3.72023E-06,1.47E-13,0.1
9.444,3.75819E-06,1.94E-13,0.1
9.556,3.79639E-06,1.85E-13,0.1
9.667,3.83274E-06,1.83E-13,0.1
9.778,3.86914E-06,1.99E-13,0.1
9.889,3.9048E-06,1.96E-13,0.1
10,3.94047E-06,2.02E-13,0.1
Device ID,EDOP3_C4R8,,
Flags,,,
Remarks,,,
VG,IDS,IG,VDS
-10,1.86583E-10,-6.27E-13,0.1
-9.889,2.28929E-10,-3.4E-13,0.1
-9.778,2.67438E-10,-2.24E-13,0.1
-9.667,3.0907E-10,-1.78E-13,0.1
-9.556,3.55754E-10,-1.34E-13,0.1
-9.444,4.08995E-10,-9.2E-14,0.1
-9.333,4.68232E-10,-9.9E-14,0.1
-9.222,5.35391E-10,-6.6E-14,0.1
-9.111,6.10933E-10,-5.3E-14,0.1
-9,6.96287E-10,-5.1E-14,0.1
-8.889,7.92553E-10,-3.5E-14,0.1
-8.778,9.01208E-10,-2.4E-14,0.1
-8.667,0.000000001,-1.5E-14,0.1
-8.556,1.15559E-09,-3.6E-14,0.1
-8.444,1.32029E-09,1.8E-14,0.1
-8.333,1.49796E-09,2.6E-14,0.1
-8.222,1.69828E-09,-1E-15,0.1
-8.111,1.92168E-09,2.4E-14,0.1
-8,2.16654E-09,2.4E-14,0.1
-7.889,2.44101E-09,-6E-15,0.1
-7.778,2.75012E-09,3.1E-14,0.1
-7.667,3.09281E-09,1.6E-14,0.1
-7.556,3.47024E-09,3.4E-14,0.1
-7.444,3.90474E-09,1.4E-14,0.1
-7.333,4.3731E-09,9E-15,0.1
-7.222,4.89447E-09,1.7E-14,0.1
-7.111,5.47932E-09,1.09E-13,0.1
-7,6.11563E-09,4.8E-14,0.1
-6.889,6.81899E-09,-2.2E-14,0.1
-6.778,7.59317E-09,-3.5E-14,0.1
-6.667,8.45522E-09,3.3E-14,0.1
-6.556,9.39879E-09,3E-14,0.1
-6.444,1.043578E-08,4E-14,0.1
-6.333,1.15407E-08,3.4E-14,0.1
-6.222,1.27986E-08,2.5E-14,0.1
-6.111,1.41744E-08,1.2E-14,0.1
-6,1.56617E-08,-1.4E-13,0.1
-5.889,1.7288E-08,5.4E-14,0.1
-5.778,1.90666E-08,1.33E-13,0.1
-5.667,0.000000021,2.7E-14,0.1
-5.556,2.30943E-08,2.7E-14,0.1
-5.444,2.53867E-08,4.4E-14,0.1
-5.333,2.78766E-08,4.5E-14,0.1
-5.222,3.05467E-08,2.3E-14,0.1
-5.111,3.34387E-08,2.5E-14,0.1
-5,3.65618E-08,3.8E-14,0.1
-4.889,3.99376E-08,3.1E-14,0.1
-4.778,4.35761E-08,1E-14,0.1
-4.667,4.75125E-08,5.9E-14,0.1
-4.556,5.17137E-08,1.9E-14,0.1
-4.444,5.62936E-08,5.4E-14,0.1
-4.333,6.11425E-08,1.7E-14,0.1
-4.222,6.63225E-08,8E-15,0.1
-4.111,7.18888E-08,2.1E-14,0.1
-4,7.78622E-08,1.9E-14,0.1
-3.889,8.41555E-08,2.2E-14,0.1
-3.778,0.000000091,2.7E-14,0.1
-3.667,9.81283E-08,2.8E-14,0.1
-3.556,1.057435E-07,3.1E-14,0.1
-3.444,0.000000114,2E-14,0.1
-3.333,1.22398E-07,1.9E-14,0.1
-3.222,1.31632E-07,4.1E-14,0.1
-3.111,1.41382E-07,3.3E-14,0.1
-3,1.51615E-07,3.2E-14,0.1
-2.889,1.62408E-07,3.4E-14,0.1
-2.778,1.73868E-07,3.6E-14,0.1
-2.667,1.85906E-07,5.1E-14,0.1
-2.556,1.98598E-07,3.6E-14,0.1
-2.444,2.12207E-07,2.8E-14,0.1
-2.333,2.26153E-07,9E-15,0.1
-2.222,2.40832E-07,1.7E-14,0.1
-2.111,2.56199E-07,2.1E-14,0.1
-2,2.72274E-07,2.4E-14,0.1
-1.8889,2.89224E-07,2.7E-14,0.1
-1.7778,3.06914E-07,5.6E-14,0.1
-1.6667,3.25262E-07,2.7E-14,0.1
-1.5556,3.44559E-07,4.1E-14,0.1
-1.4444,3.64699E-07,2.9E-14,0.1
-1.3333,3.85579E-07,4E-14,0.1
-1.2222,4.07253E-07,1.1E-14,0.1
-1.1111,4.2991E-07,2.8E-14,0.1
-1,4.53119E-07,2.3E-14,0.1
-0.8889,4.77414E-07,1.6E-14,0.1
-0.7778,5.02616E-07,2.5E-14,0.1
-0.6667,5.28468E-07,1.3E-14,0.1
-0.5556,5.55353E-07,6.5E-14,0.1
-0.4444,5.83293E-07,3.3E-14,0.1
-0.3333,0.000000612,2.5E-14,0.1
-0.2222,6.41572E-07,4.5E-14,0.1
-0.1111,6.71761E-07,1.35E-13,0.1
0,7.02384E-07,9.6E-14,0.1
0.1111,7.34702E-07,8.4E-14,0.1
0.2222,7.67486E-07,4.1E-14,0.1
0.3333,8.01228E-07,3E-14,0.1
0.4444,8.36145E-07,1.9E-14,0.1
0.5556,8.71558E-07,-4E-15,0.1
0.6667,9.07939E-07,7E-15,0.1
0.7778,0.000000945,5.2E-14,0.1
0.8889,0.000000983,6.7E-14,0.1
1,1.021668E-06,-5.2E-14,0.1
1.1111,1.060708E-06,-4.5E-14,0.1
1.2222,1.100929E-06,5E-15,0.1
1.3333,1.14113E-06,4E-15,0.1
1.4444,1.18246E-06,2.4E-14,0.1
1.5556,0.000001225,3.6E-14,0.1
1.6667,1.26774E-06,-1.4E-14,0.1
1.7778,1.3107E-06,4.5E-14,0.1
1.8889,1.35469E-06,2.5E-14,0.1
2,1.39915E-06,8.1E-14,0.1
2.111,1.44338E-06,6E-14,0.1
2.222,1.48813E-06,2.2E-14,0.1
2.333,1.53437E-06,4E-14,0.1
2.444,1.5808E-06,3E-14,0.1
2.556,1.62754E-06,4.7E-14,0.1
2.667,1.67489E-06,6.2E-14,0.1
2.778,1.72353E-06,3.7E-14,0.1
2.889,1.77248E-06,4.1E-14,0.1
3,1.82165E-06,3.5E-14,0.1
3.111,1.87185E-06,4.9E-14,0.1
3.222,1.92092E-06,2.4E-14,0.1
3.333,1.97051E-06,5.4E-14,0.1
3.444,2.02208E-06,5.5E-14,0.1
3.556,0.000002072,4.8E-14,0.1
3.667,2.12207E-06,3.9E-14,0.1
3.778,2.17358E-06,5.5E-14,0.1
3.889,2.22484E-06,6.8E-14,0.1
4,2.2816E-06,7.7E-14,0.1
4.111,2.3326E-06,7.3E-14,0.1
4.222,2.38327E-06,4.7E-14,0.1
4.333,2.43654E-06,3.6E-14,0.1
4.444,2.48912E-06,6.3E-14,0.1
4.556,2.54535E-06,4.7E-14,0.1
4.667,2.6011E-06,6.6E-14,0.1
4.778,2.65715E-06,4.5E-14,0.1
4.889,2.71325E-06,4.9E-14,0.1
5,0.000002765,5.4E-14,0.1
5.111,2.82205E-06,5.6E-14,0.1
5.222,2.87367E-06,5.8E-14,0.1
5.333,2.92657E-06,6.9E-14,0.1
5.444,2.97887E-06,5E-14,0.1
5.556,3.03527E-06,4.6E-14,0.1
5.667,3.08844E-06,5E-14,0.1
5.778,3.13884E-06,7.5E-14,0.1
5.889,3.19294E-06,6.3E-14,0.1
6,3.24839E-06,6E-14,0.1
6.111,3.30267E-06,6.7E-14,0.1
6.222,3.36357E-06,6.1E-14,0.1
6.333,3.41521E-06,8.1E-14,0.1
6.444,3.46752E-06,7.1E-14,0.1
6.556,3.52337E-06,8.4E-14,0.1
6.667,3.57284E-06,8.1E-14,0.1
6.778,3.63106E-06,7.9E-14,0.1
6.889,3.68043E-06,9.1E-14,0.1
7,3.73753E-06,1E-13,0.1
7.111,3.80019E-06,9.3E-14,0.1
7.222,3.85251E-06,8.8E-14,0.1
7.333,3.90226E-06,1.02E-13,0.1
7.444,3.95643E-06,1E-13,0.1
7.556,4.00733E-06,1.01E-13,0.1
7.667,4.05779E-06,1.15E-13,0.1
7.778,4.10936E-06,8.8E-14,0.1
7.889,0.000004159,1.12E-13,0.1
8,4.21234E-06,1.18E-13,0.1
8.111,4.25869E-06,1.24E-13,0.1
8.222,4.30834E-06,1.14E-13,0.1
8.333,4.35638E-06,1.13E-13,0.1
8.444,4.40141E-06,9.5E-14,0.1
8.556,4.45407E-06,1.17E-13,0.1
8.667,4.50321E-06,1.22E-13,0.1
8.778,4.56868E-06,1.05E-13,0.1
8.889,4.62386E-06,1.33E-13,0.1
9,4.6644E-06,9.8E-14,0.1
9.111,4.71772E-06,1.23E-13,0.1
9.222,4.76677E-06,1.41E-13,0.1
9.333,4.81251E-06,1.4E-13,0.1
9.444,0.000004858,1.2E-13,0.1
9.556,4.91156E-06,1.79E-13,0.1
9.667,4.94042E-06,1.38E-13,0.1
9.778,4.98026E-06,1.6E-13,0.1
9.889,5.02944E-06,1.75E-13,0.1
10,5.05537E-06,1.77E-13,0.1
Device ID,EDOP3_C2R8,,
Flags,,,
Remarks,,,
VG,IDS,IG,VDS
-10,1.615E-10,-6.68E-13,0.1
-9.889,2.01135E-10,-3.74E-13,0.1
-9.778,2.34882E-10,-2.5E-13,0.1
-9.667,2.71036E-10,-1.98E-13,0.1
-9.556,3.11175E-10,-1.27E-13,0.1
-9.444,3.55992E-10,-1.08E-13,0.1
-9.333,4.0606E-10,-7.9E-14,0.1
-9.222,4.63753E-10,-5.5E-14,0.1
-9.111,5.27732E-10,-6E-14,0.1
-9,6.00613E-10,2.3E-14,0.1
-8.889,6.81528E-10,-3.2E-14,0.1
-8.778,7.73775E-10,-1.5E-14,0.1
-8.667,8.78124E-10,2.9E-14,0.1
-8.556,0.000000001,-2.4E-14,0.1
-8.444,1.1226E-09,-1.4E-14,0.1
-8.333,1.28037E-09,-6E-15,0.1
-8.222,1.45359E-09,1E-15,0.1
-8.111,1.64409E-09,1.6E-14,0.1
-8,1.85839E-09,2.2E-14,0.1
-7.889,2.09697E-09,2.1E-14,0.1
-7.778,2.36577E-09,2.8E-14,0.1
-7.667,2.66302E-09,1.5E-14,0.1
-7.556,0.000000003,1.8E-14,0.1
-7.444,3.37045E-09,3.2E-14,0.1
-7.333,3.78538E-09,2E-15,0.1
-7.222,4.25313E-09,3.5E-14,0.1
-7.111,4.76175E-09,2.7E-14,0.1
-7,5.3332E-09,4.5E-14,0.1
-6.889,0.000000006,4.3E-14,0.1
-6.778,6.66256E-09,4.3E-14,0.1
-6.667,7.44246E-09,3.7E-14,0.1
-6.556,8.29702E-09,2.5E-14,0.1
-6.444,9.25416E-09,2.8E-14,0.1
-6.333,1.029507E-08,4.2E-14,0.1
-6.222,1.14072E-08,4E-14,0.1
-6.111,1.26777E-08,2.3E-14,0.1
-6,1.40594E-08,3.7E-14,0.1
-5.889,1.55949E-08,-3E-15,0.1
-5.778,1.72577E-08,2.8E-14,0.1
-5.667,1.90757E-08,4E-14,0.1
-5.556,2.10759E-08,2.5E-14,0.1
-5.444,2.32461E-08,3.3E-14,0.1
-5.333,2.56346E-08,2.8E-14,0.1
-5.222,2.8201E-08,3.2E-14,0.1
-5.111,0.000000031,4E-14,0.1
-5,3.40556E-08,4.4E-14,0.1
-4.889,3.73482E-08,6E-14,0.1
-4.778,4.09201E-08,2.9E-14,0.1
-4.667,4.48204E-08,3.9E-14,0.1
-4.556,0.000000049,1.5E-14,0.1
-4.444,5.35281E-08,2.4E-14,0.1
-4.333,5.83495E-08,4.7E-14,0.1
-4.222,6.36031E-08,3.1E-14,0.1
-4.111,6.92319E-08,4.3E-14,0.1
-4,7.52717E-08,5.6E-14,0.1
-3.889,8.175E-08,4E-14,0.1
-3.778,8.86574E-08,2.9E-14,0.1
-3.667,9.61145E-08,4.1E-14,0.1
-3.556,1.040582E-07,3.8E-14,0.1
-3.444,1.125948E-07,2.1E-14,0.1
-3.333,1.215E-07,1.8E-14,0.1
-3.222,1.31181E-07,3.7E-14,0.1
-3.111,1.41437E-07,3.5E-14,0.1
-3,1.52283E-07,4.8E-14,0.1
-2.889,1.63774E-07,2.4E-14,0.1
-2.778,0.000000176,3.5E-14,0.1
-2.667,0.000000189,5.5E-14,0.1
-2.556,2.02741E-07,2.5E-14,0.1
-2.444,2.17444E-07,2.7E-14,0.1
-2.333,2.32766E-07,2.5E-14,0.1
-2.222,0.000000249,9E-15,0.1
-2.111,0.000000266,3.5E-14,0.1
-2,0.000000284,1.3E-14,0.1
-1.8889,3.02821E-07,2.5E-14,0.1
-1.7778,3.22587E-07,2.3E-14,0.1
-1.6667,3.43486E-07,3.5E-14,0.1
-1.5556,3.65318E-07,2.6E-14,0.1
-1.4444,3.88419E-07,2E-14,0.1
-1.3333,4.12353E-07,3E-14,0.1
-1.2222,4.3729E-07,2.6E-14,0.1
-1.1111,4.63415E-07,5.1E-14,0.1
-1,4.90767E-07,3.6E-14,0.1
-0.8889,5.19067E-07,3.8E-14,0.1
-0.7778,5.48645E-07,5.7E-14,0.1
-0.6667,5.79526E-07,3.1E-14,0.1
-0.5556,6.11522E-07,1.7E-14,0.1
-0.4444,6.44907E-07,2.3E-14,0.1
-0.3333,6.79225E-07,2.9E-14,0.1
-0.2222,7.14644E-07,1.5E-14,0.1
-0.1111,7.51554E-07,3.5E-14,0.1
0,7.89087E-07,3.8E-14,0.1
0.1111,8.28293E-07,3.5E-14,0.1
0.2222,8.68667E-07,3.4E-14,0.1
0.3333,9.10257E-07,2.3E-14,0.1
0.4444,9.5289E-07,4.3E-14,0.1
0.5556,9.97238E-07,3.7E-14,0.1
0.6667,1.042131E-06,1.9E-14,0.1
0.7778,1.088475E-06,3.5E-14,0.1
0.8889,1.13569E-06,3.2E-14,0.1
1,0.000001183,3E-14,0.1
1.1111,1.23288E-06,2.3E-14,0.1
1.2222,1.2831E-06,4.1E-14,0.1
1.3333,1.33448E-06,2.2E-14,0.1
1.4444,1.38666E-06,2.1E-14,0.1
1.5556,1.44054E-06,4.7E-14,0.1
1.6667,1.4945E-06,5.2E-14,0.1
1.7778,1.54928E-06,1.78E-13,0.1
1.8889,1.60563E-06,8E-14,0.1
2,1.66236E-06,-1.81E-13,0.1
2.111,1.71987E-06,-3.6E-14,0.1
2.222,1.77831E-06,6.4E-14,0.1
2.333,1.83706E-06,2.6E-14,0.1
2.444,1.89749E-06,2.21E-13,0.1
2.556,1.95864E-06,2.51E-13,0.1
2.667,2.02014E-06,3.6E-14,0.1
2.778,2.0818E-06,-5.7E-14,0.1
2.889,2.1447E-06,-1.01E-13,0.1
3,2.20768E-06,3E-15,0.1
3.111,2.27122E-06,2.5E-14,0.1
3.222,2.33576E-06,3.4E-14,0.1
3.333,2.40046E-06,3.9E-14,0.1
3.444,2.46607E-06,2.2E-14,0.1
3.556,2.53211E-06,5.5E-14,0.1
3.667,2.59812E-06,4.9E-14,0.1
3.778,2.66481E-06,5E-14,0.1
3.889,2.73176E-06,5E-14,0.1
4,2.79955E-06,5.7E-14,0.1
4.111,2.86724E-06,3.4E-14,0.1
4.222,2.93507E-06,6.8E-14,0.1
4.333,3.00325E-06,4.8E-14,0.1
4.444,3.07273E-06,4E-14,0.1
4.556,3.14281E-06,5.1E-14,0.1
4.667,3.21161E-06,8.1E-14,0.1
4.778,3.28112E-06,7.9E-14,0.1
4.889,3.35076E-06,8E-14,0.1
5,3.4206E-06,7.3E-14,0.1
5.111,3.49061E-06,8E-14,0.1
5.222,3.56009E-06,4E-14,0.1
5.333,3.63075E-06,8.2E-14,0.1
5.444,0.000003701,7.8E-14,0.1
5.556,3.77172E-06,7.2E-14,0.1
5.667,3.8423E-06,8.4E-14,0.1
5.778,3.91193E-06,7.1E-14,0.1
5.889,3.98187E-06,8E-14,0.1
6,4.05134E-06,7.9E-14,0.1
6.111,4.12134E-06,4.3E-14,0.1
6.222,4.19066E-06,6.2E-14,0.1
6.333,4.2612E-06,8.7E-14,0.1
6.444,4.32981E-06,1.02E-13,0.1
6.556,4.40013E-06,7.3E-14,0.1
6.667,0.00000447,8.5E-14,0.1
6.778,4.53781E-06,9.9E-14,0.1
6.889,0.000004605,1.18E-13,0.1
7,4.67346E-06,9.9E-14,0.1
7.111,4.74148E-06,9E-14,0.1
7.222,4.80891E-06,1.03E-13,0.1
7.333,4.87564E-06,7.9E-14,0.1
7.444,4.94277E-06,1.04E-13,0.1
7.556,5.01031E-06,1.01E-13,0.1
7.667,0.000005077,1.09E-13,0.1
7.778,5.14284E-06,1.09E-13,0.1
7.889,5.20689E-06,1.37E-13,0.1
8,5.27054E-06,6.8E-14,0.1
8.111,5.33584E-06,1.34E-13,0.1
8.222,5.39839E-06,1.23E-13,0.1
8.333,5.46164E-06,1.37E-13,0.1
8.444,5.52358E-06,1.18E-13,0.1
8.556,0.000005587,1.14E-13,0.1
8.667,5.64894E-06,1.02E-13,0.1
8.778,5.70965E-06,1.23E-13,0.1
8.889,5.76953E-06,1.25E-13,0.1
9,5.82943E-06,1.29E-13,0.1
9.111,5.88826E-06,1.32E-13,0.1
9.222,0.000005947,1.43E-13,0.1
9.333,0.000006005,1.64E-13,0.1
9.444,6.0612E-06,1.48E-13,0.1
9.556,6.11724E-06,1.16E-13,0.1
9.667,6.1717E-06,1.61E-13,0.1
9.778,0.000006227,1.62E-13,0.1
9.889,6.28185E-06,1.71E-13,0.1
10,6.33423E-06,1.65E-13,0.1
